job_title,company_name,location,job_description
Heavy Vehicle Apprentice,WPC Group Ltd,Wetherill Park NSW,"Joining Australia's leading semi-trailer manufacturer; you will learn to inspect; service and repair heavy vehicle trailers in Wetherill Park. With a vision of increasing profitability and productivity of the transport industry; this family-owned business invests in their apprentices and technicians through providing industry-leading equipment and training - leading to the production of innovative and versatile trailers. About the Apprenticeship: 4 Year; full-time apprenticeship - working towards a Cert III in Heavy Commercial Trailer Technology Learn to diagnose; repair and service trailers used on heavy vehicles Service and repair suspensions; brakes; bearings; air hoses and electrical systems Maintain clean; tidy & safe working areas Ongoing support throughout your apprenticeship from your WPC Group Mentor About You: Passionate about a career in automotive & mechanics Committed to an apprenticeship; including studies at TAFE Strong communication skills Desire to learn and grow further in the industry Hold a current and valid drivers licence Previous experience; including a Cert II in Automotive; is beneficial; but not essential We are committed to providing a safe working environment and encourage vaccination for our employees. Depending on the industry that you work in or the requirements of the site /our clients. It may be a requirement of this role that you are vaccinated against COVID-19. We may ask you to verify your vaccination status or medical exemption at any point during the recruitment process. A failure to adhere to this request may mean that your application cannot progress. WPC Group: Established in 1982; WPC Group is one of Australia's leading employers of apprentices and trainees. With an experienced mentor to support and guide you through; our aim is to see you succeed and confidently grow as a person and professional. WPC Group values and recognises diversity in the workplace. We are an equal opportunity employer and actively support applicants from a diverse range of backgrounds to apply. We offer safe and inclusive working environments where you can learn; grow and achieve your career objectives. Apply Now: If this sounds like the opportunity you've been looking for then click the ""Apply"" button to submit your application. Please note only shortlisted candidates will be contacted. For more information go to https://www.wpcgroup.org.au/ Job Type: Apprenticeship Benefits: Employee mentoring program Schedule: 8 hour shift Licence/Certification: Driver Licence (Preferred) Work Authorisation: Australia (Preferred)"
3rd or 4th Year Electrical Apprentice,MEGT Australia Ltd,Banksmeadow NSW,We have a position available for a 3rd or 4th year electrical apprentice to join the team.  We specialise in all aspects of electrical work; specialising in residential construction and maintenance work. Working with qualified and skilled electricians; you will gain valuable hands on experience; mentoring and support. To be successful you will need to have the following: Must have: Basic knowledge of hand tools Genuine interest in electrical industry High level of attention to detail Physically fit and capable Reliable and hardworking Be a confident communicator Drivers licence Preferred but not essential: Completed Certificate II in Electrotechnology pre-apprenticeship Experience in the field Own tools A white card 1st and 2nd year completed. Driver licence is essential. To Apply: Together with your resume; you should include a cover letter addressing the above criteria demonstrating your suitability to this position. Please note: No phone enquiries will be taken; and only short listed candidates will be contacted To be eligible for an apprenticeship or traineeship you must be an Australian Citizen; Permanent Resident or have full working rights.  29 November; 2022 Closes in 1 day (09/12/2022) Electrical; Electronics & Utilities Banksmeadow; New South Wales
Electrical Apprentice 2nd/3rd Year wanted,Kaldani Electrical,Gregory Hills NSW,Residential Construction experience is a Must! Strong Understanding of electrical plans Takes pride in their work & is tidy Be polite;professional & reliable Hard working; willing to work hard and do overtime where is required Full Commitment to study requirements; eg; Tafe Requirements Driver Licence ; can drive manual White card Have hand tools & drills Physically fit 1st years who are going to roll over to 2nd year can apply; Quick learner & attention to detail is key Job Types: Full-time; Apprenticeship Schedule: 8 hour shift Monday to Friday Supplemental pay types: Performance bonus Ability to commute/relocate: Gregory Hills NSW: Reliably commute or planning to relocate before starting work (Required) Licence/Certification: White Card (Required) Driver Licence (Required) Work Authorisation: Australia (Required)
Apprentice Electrician,Power One Electrical,Sydney NSW,We are an electrical and Data Communication Company who carries out mainly commercial type projects including office fit outs throughout Sydney. We specialise in all aspects of communications. We have experienced continued success and are now looking to expand our already strong team of experienced electricians. Our presence within our industry is increasingly growing and we are now looking to hire a electrical apprentice who is looking to progress in this trade; and with a good work ethic. Applicants must have: Current driver's license OH&S White Card Hand Tools Data experience is preferred Willingness to grow with the company Excellent customer service ethic & professional communication skills Benefits & Rewards Overtime available Wage growth reward for progression & commitment Uniform Training & Development If you have a positive attitude towards productivity; a willingness to learn and the ability to meet deadlines with minimal supervision; then come and join our dynamic team by submitting your resume to admin@power-one.com.au or contact Daniel Bogdanovski on 0408 180 143. Do not miss this opportunity to expand your skills base and gain job satisfaction in this rewarding and challenging role!
Electrical Apprenticeships,MIGAS Apprentices & Trainees,Liverpool NSW,"THE OPPORTUNITY Are you finishing school? Do you want to become a tradie? We are seeking expressions of interest for electrical apprentices to start in early 2023 in Sydney. These electrical apprenticeships in Sydney have lots of benefits. THE BEST BITS Weekly pay: Get money in your account on time; reliably each week (no fortnightly or monthly pay cycles) Hands-on learning: Learn from experienced tradespeople on the job Paid leave: Full-time 4-year contract; including paid annual and personal leave Government incentives: Opportunity to access Government subsidy payments of up to $5000 for the first two years of your apprenticeship; paid in 6 monthly instalments of $1250 Avoid delays: Your MIGAS Field Officer will advocate for your training blocks and rights so you can finish your apprenticeship as soon as possible Support: 1:1 mentoring with our team who visit you on-site Free PPE: We'll provide you with uniforms and Personal Protective Equipment at no cost; so those essentials don't have to come out of your pocket Scholarship Program: Financial assistance of up to $2000 for applicants demonstrating exceptional performance throughout the year Get qualified debt-free: We offer no-free training; so you can complete your qualification to become a nationally recognised and accredited tradie without any student debt Completing an apprenticeship would be a great opportunity if you have a knack for electrical work and are eager to build new skills. These apprenticeships will allow you to become a qualified tradesperson in a range of roles including Electrician; Electrical Fitter; Dual Trade in Electrical & Instrumentation; and Air-conditioning and Refrigeration in 3-4 years. TIMELINE By November; you could apply for this job. Before Christmas; you could get an offer. By January 2023; you could start at your new workshop. ABOUT YOU Willingness to learn and a positive attitude Electrical aptitude and problem-solving skills essential Excellent communication skills Good numeracy and literacy skills Reliable and punctual Good safety awareness Driver's licence and own vehicle Ability to pass a pre-employment medical Certificate II in electrical is preferred but not essential You could be working for one of Australia's best-known companies in the electrical field. Apply today and get on the tools in January. We are an Equal Opportunity Employer who welcomes applications from Aboriginal and Torres Strait Islander people and Women in Trades. MIGAS promotes a diverse working culture in which everyone is treated fairly and respectfully. We have been operating since 1988 and have literally qualified thousands of tradies across Australia. APPLY NOW So; you've made it this far. Congratulations! All that's left is for you to APPLY. So; here's the step-by-step on how to nail your application. Don't worry; it's straight forward. There are six steps. Step 1: Click ""Apply Now"" on this job ad. Step 2: Select ""Create an account"". Step 3: Enter your name; email; and phone. Then; add a password. Step 4: Select the right boxes to verify you're not a robot. Step 5: Verify your account via the link in your inbox (check your junk!). Step 6: Fill out our online application form (it takes 5 minutes). You'll be asked to submit a resume and cover letter. Not sure what to say in a cover letter? Don't sell yourself short – check out some great tips on how to write a stand-out cover letter. To apply for this position; you must be an Australian permanent resident."
1st year Electronics and Communications Apprenticeship,MEGT Australia Ltd,Sydney NSW,MEGT and Honeywell are looking for a 1st Year Electronics & Communications apprentices based in Sydney. This is an exciting opportunity for someone who has a demonstrated interest in electronics; computers and Information Technology. Most of the work would be programming; testing and commissioning of security; access control and CCTV systems on infrastructure projects and Government Departments.  The successful candidate would be required to complete a Certificate III Electronics & Communications qualification.  Essential Criteria Demonstrated interest in Information Technology; Electronics and computers Be willing to commit to the completion of a four-year apprenticeship Completion of year 12 or similar previous work experience High level of Communication skills Be able to pass an Aptitude Test at a high level Well presented Great attitude and demonstrated reliability Willing and able to travel to sites in Parramatta; Western Sydney and Sydney CBD The successful candidate must successfully pass the following pre employment checks prior to their formal offer - Police check; full medical check including drug & alcohol screening; hearing test and a colour confusion test. For some locations an NVI Security clearance will be required.  Please note: this is for our 2023 intake with a start date of 23rd January 2023.  To find out more about being a Honeywell/MEGT apprentice; click here:  https://earlycareersathoneywell.com.au/apprentice-program/  How to apply? If you are ready to take your career to new heights and are ready to join a company who are looking to hire the industry's best and brightest talent - simply hit 'Apply' now and send your resume to MEGT today or for any enquires please contact Ashleigh at ashleighholl@megt.com.au or on 0400 258 129. Indigenous & female candidates are strongly encouraged to apply.  MEGT (Australia) is a Child Safe and Equal Opportunity employer committed to child safety and providing a work environment that values diversity and inclusion. Eligibility criteria applies for this program in relation to work rights; prior qualifications; and Covid-19 vaccination requirements.  22 November; 2022 Closes in 14 days (22/12/2022) Electrical; Electronics &amp; Utilities Sydney; New South Wales
Electrical – Certificate III – 2nd 3rd or 4th year Apprentice,Sarina Russo Apprenticeships,Drummoyne NSW 2047 +1 location,Job Description Sarina Russo Apprenticeships Client has a Client based in St Johns Park; who is looking for a 2nd or 3rd year Electrical Apprentice to join their busy team.  As an apprentice Electrician; you will learn how to select; install; set up; test; fault find; repair and maintain electrical systems and equipment in building and premises.  You will also work towards completion of a nationally recognised qualification in Certificate III Electro technology.  The successful candidate must be willing to learn; be keen; reliable and committed to completing the Apprenticeship. Must have a Car; licence and white card. After hours and Saturday work required. 1st year applicants must have at least 3 months experience or a Pre-App. Juniors are encouraged to apply. Additional Information Occupation: Electrician Occupation Category: Electrical; Electronics and Utilities Closing Date: Available Positions: 1
2x 1st Year Heavy Diesel Mechanics Apprenticeship,Apprenticeships R Us,Smithfield NSW,Apprenticeships R Us are recruiting for 2 apprentice positions for a Heavy Diesel Mechanic and Heavy Diesel Mechanic specializing in fuel injection systems in the Huntingwood area! This is a great opportunity for a individual to grow their career in a large company that has plenty of essential work all year round. Our mechanic roles are entry level and do not require vast amount of experience. If you do have experience; PERFECT! We have opportunities for experienced apprentices looking to continue in workshops that can give them more challenges or a change in scenery. Diesel Mechanic Job Description Report to Workshop Controller Repair diesel motor vehicles Diagnose electrical components for faults Replace broken or defective vehicle parts Test and replace electrical components Tune engines Remove and replace electronic components Maintain and repair braking systems Benefit of an Apprenticeship Get trained and mentored on how to do the job throughout your 4-year apprenticeship Get paid whilst studying Be enrolled in a nationally recognized Certificate III in Heavy Vehicle Mechanical Technology. Requirements of Role No experience required but a good attitude is needed Passion and interest for cars Have a strong interest in vehicle diagnostics using diagnostic computer programs. Must be an Australian Citizen or Permanent Resident or have full working rights in Australia Job Type: Full-time Benefits: Employee discount Employee mentoring program Professional development assistance Referral program Schedule: 8 hour shift Licence/Certification: Drivers License (P1 or higher) (Preferred) Work Authorisation: Australia (Required)
2023 Graduate Program - InfraBuild Manufacturing,GFG Alliance,Sydney NSW,2023 Graduate Program - InfraBuild Manufacturing About the role Our Manufacturing facility in Western Sydney is seeking recent Graduates to join our team. This is a rotational graduate program where you will be given the opportunity to move through a number of business units; helping you to develop knowledge and skills across multiple manufacturing disciplines. You will be provided with the opportunity to apply your studies in a practical way; using your inventiveness; ability to identify problems and generate solutions and showcase your technical and analytical skills. This is real work with real outcomes and will give you great exposure to a diverse range of projects and processes. In addition to the technical work; we offer a hands-on approach to broaden your skillset from an interpersonal and professional approach including soft skills development; leadership development and a structured mentoring program. You will be coached by highly skilled and experienced leaders along your journey; developing you into a well-rounded and highly skilled individual. About your experience We look for people who are adaptable; thrive in challenging environments and want to be involved in real projects; work as part of a team; take on big challenges and make a real contribution to the business. To be eligible; you must be: An Australian Citizen or Permanent Resident (or NZ citizen) Studying (or studied) at an Australian or New Zealand University In your final year of study or have graduated in the last 2 year   Please include transcript or recent results with your CV   Disciplines: Electrical Engineering Mechanical Engineering Metallurgy Supply Chain Safety & Environment About our team InfraBuild Manufacturing operates world-class state-of-the-art Steelmaking facilities in Sydney; Newcastle & Melbourne. Operating two electric arc furnaces and four rod and bar rolling mills we use local materials to produce high quality steel products. We supply a range of products to steel distributors nationally; whilst building on our proud traditions of technical excellence and team safety. Participants in our Australian graduate career program tell us the hands-on nature of our program puts their interpersonal; professional and technical skills in the fast lane for growth. Its real work combined with encouragement; and we help you map out your development; so you get the best from the program to develop the technical and non-technical skills you need in order to take your career further. Visit our site to learn more about InfraBuild’s Steel Manufacturing: · www.infrabuild.com/steel-manufacturing Next steps Across our different business units; we offer career opportunities for people who share our drive; passion; and ambition. From apprentices and graduates to experienced professionals; we are committed to offering fulfilling careers and the chance to grow as our business grows. We would love you to be part of our journey.   We are a 2022 Circle Back Initiative Employer - we commit to respond to every applicant.
Apprentice Electrician,SGT Electrical,Caringbah NSW 2229,About the company  SGT Electrical is a Sutherland Shire based commercial and residential electrical contracting company servicing Sydney and its surrounds.  The Role  We are currently looking for a 1st or 2nd year apprentice to join the growing team to assist in our ongoing commercial and residential projects. Works include service stations; banks; commercial fit out and architecturally designed homes.  Requirements  We are looking for individuals with the following skills : NSW Drivers Licence + own reliable vehicle  Ability to obtain a clean police check  Ability to work occasional overtime  Package  Company uniform supplied
Mech-Elec and Controls Electrician – Buildingsense Australia,BuildingIQ,Sydney NSW,Would you like to work in a small; close-knit team where your talents; education and experience enable the roll-out of an industry leading Building Automation System? Then Buildingsense Pty Ltd is where you need to be. OPPORTUNITY: This is a Mech-Electrical and Controls installation role for an Electrician in a fast paced and fast-growing entrepreneurial company. The successful candidate will be responsible for Mechelec and Controls Installation; as well as site coordination with Mech contractors and suppliers. The role will require multiple installations at any one time. Reporting to the Operations Manager; bring your initiative and professionalism to a company evolving the building automation industry where you can make your own mark on an exciting new venture! KEY RESPONSIBILITIES: Installation of Mechelec and BMS controls; point to point testing; generating Test reports and pre-commissioning. Capable of managing a team of electricians and apprentices. Oversee customer onboarding/coordinate internal meetings to overcome obstacles toward project completion Expert knowledge of contracting procedures and commercial realties. Create and coordinate project documentation as needed i.e. user guides; test plans; presentations; process docs; etc. Handle day-to-day requests; customer issues. Manage client expectations and communications during installation & Commissioning. Discovery and documentation of client building infrastructure. Able to manage multiple mechelec sites. REQUIRED SKILLS AND EXPERIENCE (must be verifiable): 4-5 years’ Experience in Mechelec and Controls installation and 2 years as a Leading Hand preferred. A Grade NSW Electrical license and required Tickets. Strong problem solving and analytical skills Strong customer-facing skills and the ability to create and manage relationships at all levels of a customer organization Willingness to travel 10 – 25% Ability to maintain a high level of productivity; manage multiple competing priorities; and work effectively under the pressure of time constraints in a fast-paced; complex; collaborative; and creative environment Must be legally authorized to work in Australia with either citizenship or permanent residency. KNOWLEDGE AND PROFICIENCY WITH THESE TECHNOLOGIES REQUIRED: Microsoft Office suite; particularly Word and Excel General computer networking COMPENSATION AND BENEFITS: Compensation and benefits will be based on experience and skills. APPLY NOW: If you seek a growth opportunity; we encourage you to apply to hr@buildingiq.com! Please include a cover letter that clearly demonstrates you satisfy all required skills and experience. Keywords: Mechelec; Controls Installation; Electricians ABOUT Buildingsense: BUILDINGSENSE AUSTRALIA caters to delivering high quality turnkey solutions in Healthcare; Commercial; Retail; Aged Care Facility; Education; Hotels; Cultural establishment; Life Sciences; Public Buildings; K-12 Schools and Data Centres. BuildingSense Australia is an entity owned by BuildingIQ Inc. and its primary focus is to provide 100% satisfaction and Great Service to Customers in Australia. The current operations are delivered through the Perth and Sydney office. BuildingSense Australia acts as a primary distributor of SAUTER Control International. OUR OFFERINGS ARE SAUTER BACnet Integrated Building Management Systems and Energy Management System SAUTER BACnet Room Automation System and Solutions for Room Climate and lighting shading Solution for Pharmaceutical; Clean Rooms; Life sciences and Healthcare • Solutions for Green Buildings GAMI – Modular AHU and FCU with Fitted Controls BuildingIQ – Predictive Energy Optimization PETTINAROLI – PICCV Valve assembly • Services and Support For more information; please visit www.buildingsense.com.au ABOUT BuildingIQ: BuildingIQ (ASX: BIQ) provides technology-enabled services to help building owners and operators worldwide save energy; increase operational efficiency; and improve tenant comfort. Through its 5i cloud-based platform; BuildingIQ delivers on the promise of the Internet of Things (IoT) to help visualize; analyze; control; and optimize energy usage within a single facility; campus or portfolio of buildings. More than 100M square feet of global building space is currently being serviced. To learn more about BuildingIQ; please visit: www.buildingIQ.com
3rd/4th Year Electrical Apprentice,Squad,Sydney NSW,Kick-start your career with an electrical Apprenticeship. Squad in conjunction with our host employer who specialise in domestic; construction; strata and emergency electrical services are seeking a well-presented candidate to join their team as a 3rd/4th year electrical apprentice. This is a great opportunity to gain hands on experience and training from qualified professionals and undertake study to gain a nationally recognised qualification. The Role This role comes with a lot of variety and the chance to get some highly sought-after experience. Your responsibilities will include but are not limited to; Connecting wires and cables to terminal points and connectors. Diagnosing and testing wiring faults by using electronic equipment. Installing electrical switchboards. Testing circuits. What are we looking for? Our ideal candidate will have the following; Completed at least 2nd year of apprenticeship White Card Drivers Licence (company vehicle may be supplied for right applicant) Ability to work as part of a team Benefits for YOU! This is an opportunity to gain valuable hands-on experience while working towards a qualification in Certificate III in Electrotechnology You will be allocated time on the job to focus on your studies; and access to the support of a Squad Mentor who will visit you on site on a regular basis throughout your apprenticeship. Working hours include 38 hours per week So; what next? Hit the ‘apply’ button now and send your resume to Squad today! sydney.recruit@squad.org.au
3rd Year Electrical Fitter Apprenticeship,MIGAS Apprentices & Trainees,Moorebank NSW,THE OPPORTUNITY We are currently seeking a candidate who has a genuine passion for electrical work and is looking to start or continue an apprenticeship for our client ABB located in Moorebank; Sydney. They are ideally looking for a 3rd year electrical fitter apprentice who is looking to either improve or gain experience in an electrical field that is always developing but would also look at 2nd year apprentices or someone looking to start in the trade as well. You will be working alongside experienced tradespeople and doing a variety of work that includes but isn’t limited to: Assembling test fixtures to assimilate circuits in final product Building power supply test fixtures Modifying electrical circuit prototype circuit boards in support of engineering/software Assembling prototype circuit for stepper motor control circuits Switchboard installation work Undertaking this Apprenticeship will give you the opportunity to become a qualified Electrical Fitter and earn your UEE33011 Certificate III in Electrical Fitting Ideally you will have: The willingness to listen and learn A passion for a career in the electrical field Excellent communication skills High attention to detail Strong mathematical aptitude Punctuality and reliability Current drivers licence P Plate at a minimum White Card Ability to successfully pass a Pre-employment medical; Drug and alcohol test and Police Check BENEFITS Full time contract including paid annual and personal leave Paid weekly Supportive management and team environment Access to 1:1 mentoring The chance to learn from experienced tradespeople At MIGAS; diversity is more than a pledge; it is the foundation of what we do. We are committed to equality and celebrate diversity in all areas; including race; gender; sexual orientation; religion; and ethnicity. We are an Equal Opportunity Employer who welcomes applications from Aboriginal and Torres Strait Islander people and Women in Trades. MIGAS promotes a diverse working culture in which everyone is treated fairly and respectfully. MIGAS Apprentices & Trainees has been operating in Australia since 1988 and has a long history of providing quality employment options. If you think this role could be for you – apply online now by submitting your resume and cover letter explaining why you think you would be the ideal Electrical Fitter Apprentice! Not sure what to say in a cover letter? Don’t sell yourself short – check out some great tips on how to write a stand-out cover letter.
Electrician - Full time,HAYS,Sydney NSW,Full time electrician role in Northern Sydney Full time Electrician Role Sydney  We are currently looking for an electrician to go full time with our client. This will be a full-time role with a company looking to really establish themselves in the Sydney region. $40 - $50 per hour depending on experience Overtime available Full time hours and benefits  The company  The company is a up and coming electrical company that has managed to secure a vast amount of work in the Sydney region and are now looking to expand their team with a highly skilled candidate.  The role In the role you will be required too: Carry out all relevant electrician duties Be able to work in both a team and teach apprentices Travel around Sydney to various sites Deliver works to the highest standard Adhere too and practice all Workplace health and safety Data and comms experience 5+ years in the industry The successful applicant To be successful in this role you will need: NSW license or equivalent A full driving licenses Have your own PPE and your own tools You will need to be professional and take pride in your work Be punctual and reliable  The following are desired but not essential – EWP ticket; Working with children certificate; ACRS Cabling license; Security Installers License. Having any of these will greatly improve your chances of being successful in the recruitment process.  What you’ll get in return  A full-time role with all the benefits in a new and hungry company that is driven to treating there workers well and getting the best team possible. If you would like a new challenge with plenty of opportunity for growth in the company then don’t hesitate to apply.  What to do now  If you are interested in this role click apply now or email with your most recent resume/CV to lewis.perry@hays.com.au or call us on 0456809025.  LHS 297508 #2596726
Staff Coordinator,DDE Services Electrical (Fire Security) Pty Ltd,Arndell Park NSW 2148,DDE Services Electrical provides fire safety services; electrical maintenance; security and intercom services across Sydney. We are a young dynamic team which encourages innovation and new ideas and is seeking a new member to join our office team and work autonomously. Our warehouse is located at Arndell Park NSW 2148. Role: Organising trades staff daily work schedules and giving support Checking each job; ordering materials required Managing suppliers; purchasing; receiving stock and allocation Scheduling jobs Managing invoicing Data entry and supervision of 2 workflow software Ensuring continuous workflow Ensuring timely completion of all jobs Supervision of office and field staff When required; collect and deliver materials Liaison with customers Essential Skills: Good working knowledge of electrical trades Be organised and can organise · Competent computer skills · Confident communications skills · Excellent command of English - speaking and understanding · Motivation and drive for excellence in service to trades and office staff and customers. Helpful to have knowledge of doors and diesel pumps but not essential This position is offered with flexible work hours Monday to Friday and is full time. An electrical apprentice or electrician who no longer wants to work on the tools or has developed a disability with the above skills would be ideal; but not essential. If you believe this position is what you are seeking; please supply your resume to the listed email address. Job Type: Full-time Salary: $80;000.00 – $95;000.00 per year Schedule: 8 hour shift Ability to commute/relocate: Arndell Park; NSW 2148: Reliably commute or planning to relocate before starting work (Required) Work Authorisation: Australia (Required)
3rd Year Electrical Apprentice,Titan Cranes,Mulgrave NSW 2756,Are you an enthusiastic and driven individual? Are you committed to completing your Trade Qualification with a market leading company? We have an exciting opportunity for an Electrical Apprentice to kick start their career in the Building and Construction Industry with Titan Cranes. We can offer hands on support; mentoring and training throughout your Apprenticeship with us to help you achieve your best results. About the role: Working alongside our experienced Team; you will be open to new opportunities and learning experiences in the field undertaking duties such as: Assisting in maintenance repairs and installation of electrical systems on a full range of plant and equipment. assist with routine checking and testing of all types of electrical systems; including the location and repair of faults. Complete and maintain logbooks; timesheets and other paperwork daily. About you: Currently undertaking your 3rd year of Certificate III in Electrotechnology or similar. Able to comprehend electrical; mechanical and architectural drawings and diagrams. Previous electrical experience is desired. Current NSW Driver's License. Willing to undertake a pre-employment medical assessment. What we can offer you A respected organisation with stability and security. Support and guidance from experienced managers – on the job learning. A positive and rewarding team culture. Future career progression where great work is recognised and rewarded. About Us: “Titan by name; Titan by nature” is how one leading industry publication describes Australian-owned Titan Cranes and Rigging Pty Ltd. It’s something we strive for every day – providing specialist state-of-the-art lifting equipment and labour to the country’s biggest construction projects. You’ll find our cranes; hoists; equipment and personnel on sites across Australia – predominantly in the mining; government; residential; commercial and infrastructure sectors. And we’re continuing to expand; with our affordable and reliable heavy haulage transport services and more. If you're interested in further developing your career and want to undertake a new opportunity; hit APPLY below! Only shortlisted candidates will be contacted. Job Type: Apprenticeship Salary: $20.00 – $25.00 per hour Schedule: Monday to Friday Application Question(s): Have you worked in a role that requires fault finding experience? Licence/Certification: Driver Licence (Preferred) Work Authorisation: Australia (Required)
HVAC Service Technician,Mojo Air,Sydney NSW,The Opportunity: A fantastic opportunity is available for an ambitious HVAC Service & Maintenance Technician based in Sydney. As a highly motivated and qualified HVAC technician you will require strong technical knowledge of the industry combined with a high level of attention to detail. You will be moving across various sites day to day including Commercial; industrial and Residential sites whilst maintaining and building strong relationships with current and new clients. Key Responsibilities: Undertake Mechanical HVAC preventative; reactive and planned maintenance. As well as replacement & breakdown repairs and parts maintenance. Working in commercial spaces such as retail; supermarkets; Schools; offices; warehouses; restaurant & Health facilities. As well as residential properties and strata buildings. Assist with directing and monitoring sub contractors as required. Being a day to day company respresentative for new and existing clients providing excellent customer service; punctuality and reliability Undertake equipment inspections as part of preventative maintenance Reporting and daily use of job management software Working within a team and apprentices where required BMS; electrical and controls knowledge desirable Skills & Experience: Relevant Technical qualifications in Refrigeration Mechanical HVAC trade Cert 3 in Air conditioning and Refrigeration Full Arctick License Experience in Commercial and Residential essential Exposure to large commercial systems & Critical environments is highly desirable. Majority of works are in the light commercial space Demonstrated ability to prioritise and work to a defined schedule within tight deadlines Drivers license OH&S Construction white card Working with Children Check Remuneration & Benefits: Fully maintained Company vehicle Company phone; tablet and if required laptop Competitive Wage + Super + Overtime Company Uniform Clear career path working to service supervisor and manager Training for Mechanical AFSS certification and assessment for the right candidate In house training and manufacturer provided training  To apply for this role please either fill out the online form; alternatively please email resume directed to Josh on info@mojoair.com.au or 02 97925231
Drafting Traineeship,MIGAS Apprentices & Trainees,Belrose NSW,THE APPRENTICESHIP Are you tech savvy and enjoy designing or drawing? If you have mechanical or electrical aptitude and an eye for detail a Drafting Traineeship could be the one for you! Undertaking this three-year traineeship will give you the opportunity to become a qualified Draftsperson and earn your Certificate IV in Engineering Drafting (MEM40412). You will be involved in the preparation of Piping and Instrumentation drawings as well as helping to generate arrangement drawings using Solid Edge 3D modelling software. This position is located in Belrose where you will be hosted with a leading manufacturer and supplier of water treatment equipment and control systems. THE BEST BITS No HECS-HELP debt – in fact; most apprenticeships are fully funded by the Government. So; you will leave your 4 years with a qualification; no debt; and ready to work in an industry that is eager for more qualified tradespeople to join their ranks. We will actually pay you to learn! How many of your Uni mates get paid to study? Your own personal MIGAS mentor who will guide you through your apprenticeship. Free uniforms and PPE when you start with MIGAS. Potential to be selected for a MIGAS annual MiScholarship award; resulting in a combination of a cash prize and additional financial support. We are a culturally diverse employer and actively advocate for local Indigenous Australians and women in trades. WHO SHOULD APPLY? Our client is looking for a candidate who is highly organised; motivated and has a keen willingness to learn and commit to a 3-year traineeship. Applicants who have previous experience with Solid Edge software would be looked on favourably however this isn't essential. REQUIREMENTS Driver's licence Well presented Good communication skills COVID-19 double vaccinated If you think this could be you – apply online now by submitting your resume and cover letter explaining why you think you would be the ideal Drafting Trainee! Not sure what to say in a cover letter? Don’t sell yourself short – check out some great tips on how to write a stand-out cover letter.
Keolis Downer Apprenticeship,Downer Group,Sydney NSW,Job ID 586017 Job Type Full Time - Permanent Location Sydney Categories New Careers (Apprenticeships; Cadetships; Graduates and Internships) Advertised 09 Aug 2022 AUS Eastern Standard Time Applications close 30 Dec 2022 AUS Eastern Daylight Time  Keolis Downer Apprenticeship  Who we are: Keolis Downer is Australia’s largest private provider of multi-modal public transport; with a presence in five states; and delivering 250 million passenger trips each year.  As a proud RAP organisation; Keolis Downer is committed to achieving a diverse workforce and strongly encourages applications from Aboriginal and Torres Strait Islanders and people from culturally diverse backgrounds.  About the role: An apprenticeship with Keolis Downer is the first step to a fulfilling career. You can combine paid work and training on exciting transportation projects; developing many of the practical skills that we require of our teams.  Keolis Downer Northern Beaches are seeking Mechanical; Electrical and Body Repairer Apprentices to join our Apprenticeship program on the Northern Beaches. Our apprenticeships are full time; fixed-term positions open to school leavers and mature aged applicants who have a keen interest in becoming a tradesperson through the completion of an apprenticeship.  During your apprenticeship; you will be completing the relevant Certificate III qualification for your trade and occupation and gain practical on-the-job training with the guidance of experienced; skilled Tradespeople with a view to joining our team.  Keolis Downer believes that our employees are fundamental to the culture and success of the company. Our people like to work as Apprentices because it is a challenging; diverse but rewarding environment. We pride ourselves as a workplace that takes responsibility and accountability for the care and protection of peers; the business; the communities and the environment in which we operate.  Role Requirements: Attend training and complete TAFE modules within set timeframes  Manual dexterity and hand-eye coordination  Relevant work experience; hobbies or interests  Available to commence November/December 2022 or January/February 2023  Willing to undergo a pre-employment medical check; criminal history check and working with children check  Benefits: Learn new skills in the mechanical; electrical or body repairer field; onsite and in our workshops  Work within an energetic; highly skilled team  Attractive remuneration and benefits  Inclusive workplace and organisation culture  Great career opportunities within our broad portfolio of subsidiary businesses  Keolis Downer Northern Beaches is an equal opportunity employer that promotes diversity and inclusion. We are committed to equal employment opportunities and encourage all people to apply regardless of background; experience; identity; ability or thinking style. We consider applicants with criminal histories in line with position requirements; each application will be considered on its merits. We encourage candidates who require any accessibility support or any reasonable adjustments during the application process or on the job to let our recruitment team know so reasonable adjustments can be accommodated.  Please note: Applications will not be accepted via email; please apply via the link only.  This role is being sourced directly by Keolis Downer. We will not be accepting applications via recruitment agencies at this point in time.
Trade Assistant,Kendo Electrical,Neutral Bay NSW,Kendo Electrical is looking for a Mandarin or Cantonese Speaking Electrical Trade Assistant to join our Electrical team on various projects. Ideal candidates have some experience as an Electrical Trade Assistant; a RIW; White Card; their PPE; and be reliable and hardworking. Electrical work experience; including working with cable trays; pulling cables; and any commercial project experience would be beneficial. What you get Immediate start Gain valuable experience alongside Electricians and other trades Great location in Northern Part of Sydney Also open up for Apprentice Job Types: Casual; Temp to perm; Apprenticeship Salary: From $30.00 per hour Schedule: Flexible hours Ability to commute/relocate: Neutral Bay NSW: Reliably commute or planning to relocate before starting work (Required) Licence/Certification: Order Picking Forklift Licence (Preferred) White Card (Preferred) Forklift Licence (Preferred) Driver Licence (Required) Work Authorisation: Australia (Required) Expected Start Date: 05/12/2022
